track_name,lyrics
I Wonder, find your dreams come true and i wonder if you know what it means what it means and i wonder if you know what it means what it means and i wonder if you know what it means to find your dreams and i wonder i ve been waiting on this my whole life and i wonder these dreams be waking me up at night and i wonder you say i think i m never wrong and i wonder you know what maybe you re rightб aight and i wonder if you know what it means what it means and i wonder if you know what it means to find your dreams and i wonder you say he get on your fucking nerves and i wonder you hope that he get what he deserves word and i wonder do you even remember what the issue is you just trying to find where the tissue is you can still be who you wish you is it ain t happen yet and that s what intuition is and i wonder when you hop back in the car drive back to the crib run back to their arms the smokescreens the chokes and the screams you ever wonder what it all really means and i wonder if you know what it means what it means and i wonder if you know what it means to find your dreams and i wonder and i m back on my grind a psychic read my lifeline told me in my lifetime my name would help light up the chicago skyline and that s why i m and i wonder seven o clock that s primetime heaven ll watch god calling from the hotlines why he keep giving me hot lines i m a star how could i not shine and i wonder how many ladies in the house if you know how many ladies in the house without a spouse what it means something in your blouse got me feeling so aroused what it means what you about and i wonder on that independent shit if you know trade it all for a husband and some kids what it means you ever wonder what it all really mean you wonder if you ll ever find your dreams to find your dreams come true
Stronger, work it make it do it makes us harder better faster stronger n now th that that don t kill me can only make us stronger i need you to hurry up now cause i can t wait much longer i know i got to be right now cause i can t get much wronger man i ve been waiting all night now that s how long i been on ya work it harder make it better do it faster makes us stronger i need you right now more than ever hour after hour work i need you right now let s get lost tonight you could be my black kate moss tonight play secretary i m the boss tonight and you don t give a fuck what they all say right awesome the christian in christian dior damn they don t make em like this anymore i ask cause i m not sure do anybody make real shit anymore bow in the presence of greatness cause right now thou hast forsaken us you should be honored by my lateness that i would even show up to this fake shit so go ahead go nuts go apeshit specially in my pastellé on my bape shit act like you can t tell who made this new gospel homie take six and take this haters n now th that that don t kill me can only make me stronger i need you to hurry up now cause i can t wait much longer i know i got to be right now cause i can t get much wronger man i ve been waiting all night now that s how long i been on ya work it harder make it better do it faster makes us stronger i need you right now more than ever hour after hour work i need you right now me likey i don t know if you got a man or not if you made plans or not if god put me in your plans or not i m trippin this drink got me saying a lot but i know that god put you in front of me so how the hell could you front on me there s a thousand you s there s only one of me i m trippin i m caught up in the moment right cause it s louis vuitton don night so we gon do everything that kan like heard they d do anything for a klondike well i d do anything for a blonde dyke and she ll do anything for the limelight and we ll do anything when the time s right uh baby you re makin it harder better faster stronger n now th that that don t kill me oh can only make me stronger oh i need you to hurry up now oh cause i can t wait much longer oh i know i got to be right now oh cause i can t get much wronger oh man i ve been waiting all night now that s how long i been on ya work it harder make it better do it faster makes us stronger i need you right now i need you right now you know how long i ve been on ya since prince was on apollonia since o j had isotoners don t act like i never told ya don t act like i never told ya don t act like i never told ya don t act like i never told ya don t act like i never told ya baby you re makin it harder better faster stronger n now th that that don t kill me can only make me stronger i need you to hurry up now cause i can t wait much longer i know i got to be right now cause i can t get much wronger man i ve been waiting all night now that s how long i been on ya work it harder make it better do it faster makes us stronger i need you right now i need you right now right now work it harder make it better do it faster makes us stronger i need you right now i need you right now you know how long i ve been on ya since prince was on apollonia since o j had isotoners don t act like i never told ya you know how long i ve been on ya since prince was on apollonia since o j had isotoners don t act like i never told ya told ya told ya never told ya told ya told ya told ya never told ya told ya told ya told ya never told ya told ya told ya told ya never told ya told ya told ya told ya never over never over never over never over never over never over never over never over harder better faster stronger work it harder make it better do it faster makes us stronger more than ever hour after our work is never over work it harder make it better do it faster makes us stronger more than ever hour after our work is never over work it harder make it better do it faster makes us stronger more than ever hour after hour work is never over work it harder make it better do it faster makes us stronger more than ever hour after hour work is never over
The Glory, in my soul gonna take you to the glory goal in my mind i can t study war yeah my i can t study war yeah my i can t study war yeah my i can t study war yeah my now where the south side i can t study no yeah my i can t study no yeah my now where the west side i can t study no yeah my i can t study no yeah my can i talk my shit again even if i don t hit again dog are you fucking kidding my hat my shoes my coat louis vuitton stitch with donatella versace that s louis vuitton bitch i think hennessy i drink i m gone off that bacardi limon and corona i m zonin class back in session so i upped it a grade in two years dwayne wayne became dwyane wade and hey please don t start me i m like gnarls barkley meets charles barkley i m pop the barkers i m hood the parkers while y all was in limbo i raised the bar up i touched on everything married to the game rock a chain steada wedding ring y all bridesmaids catch the garter on nights when ye romance cameras flash so much that i gotta do that yayo dance i m on a world tour with common my man after each and every show a couple dykes in the van it s easy the hood love to listen to jeezy and weezy and oh yeah yeezy i did it for the glory yeah my i can t study no yeah my i can t study no yeah my the glory i can t study no yeah my i can t study no yeah my i did it for the glory i can t study no yeah my i can t study no yeah my the glory i can t study no yeah my i can t study no yeah my what am i supposed to do now man the game all messed up how i m suppose to stand out when everybody get dressed up so yeah at the grammys i went ultra travolta yeah that tuxedo might have been a little guido but with my ego i can stand there in a speedo and be looked at like a fucking hero the glory the story the chain the polo the night the grind the empty bottles of no doz tank on empty whipping my mamma s volvo i spent that gas money on clothes with logos the fur is hermes shit that you don t floss the goyard so hard man i m hugo s boss why i gotta ask what that tudor cost house on the hill two doors from tracey ross and i m asking about her girlfriends yeah the dark skin ed ones she asking about the speed boats yeah i admit we rented em when you meet me in person what do you feel like i know i know i look better in real life i hear people compare themselves to big a lot you know b i g and pac you know to get it hot i guess after i live i wanna be compared to b i g any one big pun big l or notorious till then get money and stunt and stay glorious and i m gonna stop killing these niggas soon as the chorus hit yeah i mma stop killing these niggas soon as the chorus hit these haters be killing themselves they wanna come and get the glory yeah my i can t study no yeah my i can t study no yeah my the glory i can t study no yeah my i can t study no yeah my now where the south side i can t study no yeah my i can t study no yeah my now where the west side i can t study no yeah my i can t study no yeah my i can t study war yeah my i can t study war yeah my i can t study war yeah my i can t study war yeah my
Drunk and Hot Girls, la da da da da da da da da da da da blap we go through too much bullshit just to mess with these drunk and hot girls we go through too much bullshit just to mess with these drunk and hot girls we go through too much shit to mess mess with these drunk all of these drunk and hot girls driving around town looking for the best spot for the drunk and hot girls up in the club look at here what we got some drunk and hot girls stop dancing with your girlfriend and come dance with me stop talking bout your boyfriend since he is not me stop running up my tab cause these drinks is not free you drunk and hot girl we go through too much bullshit just to mess with these drunk and hot girls we go through too much bullshit just to mess with these drunk and hot girls we go through too much shit to mess mess with these drunk all of these drunk and hot girls i don t want to drop your friends off i just want you you drunk and hot girl you want to sit down but we hit the drive thru you drunk and hot girl please don t fall asleep baby we almost back please don t throw up in the car we almost crashed oh now you sober how d i know you d say that you drunk and hot girl we go through too much bullshit just to mess with these drunk and hot girls we go through too much bullshit just to mess with these drunk and hot girls we go through too much shit to mess mess with these drunk all of these drunk and hot girls love the dangerous necessity that people seek without regard to where they are the human heart is curious above all things love the lights are low your eyes are bright the music plays it s sweet delight it s out of sight i m feeling right your dress is tight oh howwwwww i want you right now don t tell me you sing you about to get a deal you drunk and hot girl ah da da da da that s how the fuck you sound you drunk and hot girl yeah you only live once do whatever you like i thought i d be with you for only one night now i m with this girl for the rest of my life that drunk and hot girl we go through too much bullshit just to mess with these drunk and hot girls a little sippy sippy we gonna through too much bullshit just to mess with these drunk and hot girls did she say she want a brewski we go through too much shit to mess mess with these drunk all of these drunk and hot girls
Amazing, it s amazing i m the reason everybody fired up this evening i m exhausted barely breathing holding on to what i believe in no matter what you ll never take that from me my reign is as far as your eyes can see it s amazing so amazing so amazing so amazing it s amazing so amazing so amazing so amazing it s amazing i m a monster i m a killer i know i m wrong yeah i m a problem that ll never ever be solved and no matter what you ll never take that from me my reign is as far as your eyes can see it s amazing so amazing so amazing so amazing it s amazing so amazing so amazing so amazing it s amazing i m a monster i m a maven i know this world is changing never gave in never gave up i m the only thing i m afraid of no matter what you ll never take that from me my reign is as far as your eyes can see it s amazing so amazing so amazing so amazing it s amazing so amazing so amazing so amazing it s amazing so amazing so amazing so amazing it s amazing so amazing so amazing so amazing it s amazing i m amazing amazing yeah i m all that all that if i ain t on my grind then what you call that what you call that victorious yeah we warriors we make history strive off victory yeah standing at my podium i m trying to watch my sodium die high blood pressure either let the feds catch ya yeah i m amazing born on a full moon i was bred to get it in no spoon that s why i m so goon summertime no june big family small house no room they like oh god why he go so hard look what he s been through he deserves an applause so amazing so amazing so amazing it s amazing so amazing so amazing so amazing it s amazing so amazing so amazing so amazing it s amazing so amazing so amazing so amazing it s amazing
Bad News, didn t you know i was waiting on you waiting on a dream that ll never come true didn t you know i was waiting on you my face turned to stone when i heard the news when you decide to break the rules cause i just heard some real bad news people ll talk like it s old news i played it off and act like i already knew let me ask you how long have you known dude you played it off and act like he s brand new when you decide to break the rules cause i just heard some real bad news real bad news real bad news real bad news oh you just gon keep another no you won t oh you just gon keep it like you never knew oh you just gon keep another love for you oh you just gon keep it like you never knew while i m waiting on a dream that ll never come true oh you just gon keep it like you never knew my face turned to stone when i heard the news what s on the news channel cruise 
Coldest Winter, on lonely nights i start to fade on lonely nights i start to fade her love s a thousand miles away her love s a thousand miles away memories made in the coldest winter goodbye my friend will i ever love again memories made in the coldest winter it s 4 a m and i can t sleep it s 4 a m and i can t sleep her love is all that i can see her love is all that i can see memories made in the coldest winter goodbye my friend will i ever love again memories made in the coldest winter winter winter goodbye my friend will i ever love again goodbye my friend will i ever love again goodbye my friend will i ever love again if spring can take the snow away if spring can take the snow away can it melt away all our mistakes can it melt away all our mistakes memories made in the coldest winter goodbye my friend i won t ever love again never again
Heartless, in the night i hear em talk the coldest story ever told somewhere far along this road he lost his soul to a woman so heartless how could you be so heartless oh how could you be so heartless how could you be so cold as the winter wind when it breeze yo just remember that you talkin to me though you need to watch the way you talkin to me yo i mean after all the things that we been through i mean after all the things we got into ayo i know of some things that you ain t told me ayo i did some things but that s the old me and now you wanna get me back and you gon show me so you walk around like you don t know me you got a new friend well i got homies but in the end it s still so lonely in the night i hear em talk the coldest story ever told somewhere far along this road he lost his soul to a woman so heartless how could you be so heartless oh how could you be so heartless how could you be so dr evil you re bringin out a side of me that i don t know i decided we wasn t gon speak so why we up 3 am on the phone why do she be so mad at me fo homie i don t know she s hot and cold i won t stop won t mess my groove up cause i already know how this thing go you run and tell your friends that you re leavin me they say that they don t see what you see in me you wait a couple of months then you gon see you ll never find nobody better than me in the night i hear em talk me the coldest story ever told somewhere far along this road he lost his soul to a woman so heartless how could you be so heartless oh how could you be so heartless talk and talk and talk and talk baby let s just knock it off they don t know what we been through they don t know bout me and you so i got somethin new to see and you just gon keep hatin me and we just gon be enemies i know you can t believe i could just leave it wrong and you can t make it right i m gon take off tonight into the night in the night i hear em talk the coldest story ever told somewhere far along this road he lost his soul to a woman so heartless how could you be so heartless how how oh how could you be so heartless on and on and on and on and on and and on and on and on
Love Lockdown, i m not loving you way i wanted to what i had to do had to run from you i m in love with you but the vibe is wrong and that haunted me all the way home so you never know never never know never know enough til it s over love til we lose control system overload screaming no no no n nooo i m not loving you way i wanted to see i wanna move but can t escape from you so i keep it low keep a secret code so everybody else don t have to know so keep your love lockdown your love lockdown keeping your love lockdown your love lockdown now keep your love lockdown your love lockdown now keep your love lockdown you lose i m not loving you way i wanted to i can t keep my cool so i keep it true i got something to lose so i gotta move i can t keep myself and still keep you too so i keep in mind when i m on my own somewhere far from home in the danger zone how many times did i tell you fore it finally got through you lose you lose i m not loving you way i wanted to see i had to go see i had to move no more wasting time you can t wait for life we re just racin time where s the finish line so keep your love lockdown your love lockdown keeping your love lockdown your love lockdown now keep your love lockdown your love lockdown now keep your love lockdown you lose i m not loving you way i wanted to i bet no one knew i got no one new know i said i m through but got love for you but i m not loving you the way i wanted to gotta keep it goin keep the loving goin keep it on the roll only god knows if i be with you baby i m confused you choose you choose i m not loving you way i wanted to where i wanna go i don t need you i ve been down this road too many times before i m not loving you way i wanted to so keep your love lockdown your love lockdown keeping your love lockdown your love lockdown now keep your love lockdown your love lockdown now keep your love lockdown you lose you lose you lose you lose you lose
Paranoid, she really thought that yeah yeah she s so paranoid yeah that s good paranoid girls gonna love this song ahaha why are you so paranoid aha ha ha ha ha don t be so paranoid don t be so baby don t worry bout it hey there don t even think about it you worry bout the wrong things the wrong things you worry bout the wrong things the wrong things you worry bout the wrong things the wrong things you worry bout the wrong things the wrong things tell me right now you really wanna spend your whole life alone a little time out might do you good might do us good fore we be done for good cause i could make it good i could make it hood i could make you come i could make you go i could make you high i can make you fly make you touch the sky hey maybe so all of the time you be up in mine checkin through my cell phone baby no you wanna kill the vibe on another night here s another fight oh here we go oh here we go baby don t worry about it lady we ll go out to the floor anyway they don t know you they don t know like i do they ll never know you never know anyway they don t know you never know like i do they ll never know you all of the time you wanna complain about the nights alone so now you re here with me show some gratitude leave the attitude way back at home yeah you see em look baby let em look give ya cold looks cause we look cold yeah you heard about all the word of mouth don t worry about what we can t control all the talk in the world lost in the world til you finally let that thing go you wanna check into the heartbreak hotel but sorry we re closed baby don t worry about it baby we ll go out to the floor anyway hey they don t know you to the floor like i do hey they ll never know you never know anyway they don t know you they don t know like i do they ll never know you baby don t worry about it lady don t even think about it you worry bout the wrong things the wrong things you worry bout the wrong things the wrong things you worry bout the wrong things the wrong things you worry bout the wrong things the wrong things anyway they don t know you like i do they ll never know you anyway they don t know you like i do they ll never know you anyway they don t know you like i do they ll never know you anyway they don t know you like i do they ll never know you
Pinocchio Story, wise man say wise man say wise man say you ll never figure out real love never figure out real love you ll never figure out real love it s so crazy crazy crazy i got everything figured out but for some reason i can never find what real love is about no doubt everything in the world figured out but i can never seem to find what real love was about do you think i d sacrifice real life for all the fame and flashing lights do you think i d sacrifice a real life for all the fame and flashing lights there is no gucci i can buy there is no louis vuitton to put on there is no ysl that they could sell to get my heart out of this hell and my mind out of this jail there is no clothes that i could buy that could turn back in time there is no vacation spot i could fly that could bring back a piece of real life real life what does it feel like i ask you tonight i ask you tonight what does it feel like i ask you tonight to live a real life i just wanna be a real boy they always say kanye he keeps it real boy pinocchio s story is i just wanna be a real boy pinocchio s story goes to be a real boy it s funny pinocchio lied and that s what kept him from it i tell the truth and i keep running it s like i m lookin for something out there tryna find something i turn on the tv and see me and see nothing what does it feel like to live real life to be real not some facade on tv that no one can really feel do you really have the stamina for everybody that sees you that say where s my camera for everybody that sees you to say sign an autograph for everybody that sees you cryin that say you oughta laugh you oughta laugh i just wanna be a real boy pinocchio s story goes i just wanna be a real boy pinocchio s story goes and there is no gepetto to guide me no one right beside me the only one was behind me i can t find her no more i can t call her no more i can t the only one that come out on the tour and stays back when i was livin at home and this was all a big dream and the fame will be get got and the day i moved to l a maybe that was all my fault all my fault to be a real boy chasin the american dream chasin everything we seen up on the tv screen and when uh the benz was left and the clothes was left and the hoes was left you talk the hoes to death thinkin the money that the you spend the dough to death and tell me what be left for a real boy they say kanye you keep it too real boy perspective and wise man say one day you ll find your way the wise man say you ll find your way the wise man say you ll find your way wise man say
Say You Will, why would she make calls out the blue now i m awake sleep less in june or missing you hey hey hey hey don t say you will unless you will hey hey hey hey don t say you will then play you will i pray you will mrs so fly crash lands in my room can t waste no time she might leave soon hey hey hey hey don t say you will you do hey hey hey hey don t say you will one day you will i pray you will when i grab your neck i touch your soul take off your cool then lose control hey hey hey hey don t say you will you will you will hey hey hey hey don t say you will if you will i pray you will i wish this song would really come true i admit i still fantasize about you about you hey hey hey hey don t say you will you will you will hey hey hey hey please say you will for real i pray you will 
See You In My Nightmares, i m cold yeah i m cold yeah i m cold yeah yeah i got the right to put up a fight but not quite cause you cut off my light but my sight is better tonight and i might see you in my nightmare ooh how did you get there cause we were once a fairy tale but this is farewell yeah i got my life and it s my only one i got the night i m running from the sun so good night i m headed out the door door door door door after tonight there will be no return after tonight i m taking off on the road i m taking off on the road and that you know that you know tell everybody that you know that i don t love you no more and that s one thing that you know that you know okay i m back up on my grind you do you and i m just gon do mine you do you cause i m just gon be fine okay i got you out my mind and the night is young the drinks is cold the stars is out i m ready to go you always thought i was always wrong well now you know tell everybody everybody that you know tell everybody that you know that i don t love you no more and that s one thing that you know that you know i got the right to put up a fight but not quite cause you cut off my light but my sight is better tonight and i might see you in my nightmare ooh how did you d get there cause we were once a fairy tale but this is farewell yeah baby girl i m finished i thought we were committed i thought we were cemented i really thought we meant it but now we just repent it and now we just resent it the clouds is in my vision look how high that i be getting and it s all because of you girl we through you think your shit don t stank but you are mrs p u and i don t see you with me no more now tell everybody that you know that you know that you know tell everybody that you know that i don t love you no more and that s one thing that you know that you know that you know tell everybody that you know that i don t love you no more and that s one thing that you know that you know
Street Lights, let me know do i still got time to grow things ain t always set in stone that be known let me know let me seems like street lights glowing happen to be just like moments passing in front of me so i hopped in the cab and i paid my fare see i know my destination but i m just not there all the street lights glowing happen to be just like moments passing in front of me so i hopped in the cab and i paid my fare see i know my destination but i m just not there in the streets in the streets i m just not there in the streets i m just not there life s just not fair seems like street lights glowing happen to be just like moments passing in front of me so i hopped in the cab and i paid my fare see i know my destination but i m just not there all the street lights glowing happen to be just like moments passing in front of me so i hopped in the cab and i paid my fare see i know my destination but i m just not there all the street lights glowing happen to be just like moments passing in front of me so i hopped in the cab and i paid my fare see i know my destination but i m just not there in the streets in the streets i m just not there in the streets i m just not there life s just not fair life s just not fair
Welcome To Heartbreak, my friend showed me pictures of his kids and all i could show him was pictures of my cribs he said his daughter got a brand new report card card and all i got was a brand new sports car oh and my head keeps spinning can t stop having these visions i gotta get with it ooh ooh oooh and my head keeps spinning i can t stop having these visions i gotta get with it ooh ooh oooh dad cracked a joke all the kids laughed but i couldn t hear him all the way in first class chased the good life my whole life long look back on my life and my life gone where did i go wrong and my head keeps spinning can t stop having these visions i gotta get with it ooh ooh oooh and my head keeps spinning i can t stop having these visions i gotta get with it ooh ooh oooh i ve seen it i ve seen it before i ve seen it i ve seen it before i ve seen it i ve seen it before i ve seen it i ve seen it before my god sister getting married by the lake but i couldn t figure out who i d wanna take bad enough that i showed up late i had to leave fore they even cut the cake welcome to heartbreak and my head keeps spinning can t stop having these visions i gotta get with it ooh ooh oooh and my head keeps spinning i can t stop having these visions i gotta get with it ooh ooh oooh ooh hoo ooh hoo ooh hoo and i and i can t stop no no i can t stop no no no no i can t stop no no no no i can t stop can t stop i can t stop i can t stop no no no no no no no no no no no no no no i can t stop no can t stop having these visions i gotta get with it ooh ooh oooh hoo hoo ho ho hoo ooh hoo
RoboCop, bout the baddest girl i ever seen straight up out a movie scene who knew she was a drama queen that d turn my life to stephen king s up late night like she on patrol checking everything like i m on parole i told her there s some things she don t need to know she never let it go oh okay okay okay okay you will never stop it now you never stop it now okay okay okay you will never stop it now you need to drop it now drop it drop it cause i don t want no robo cop you moving like a robo cop when did you become a robo cop now i don t need no robo cop just looking at your history you re like the girl from misery she said she ain t take it to this degree well let s agree to disagree shorty kind of crazy but it turn me on keep it up enough to keep it going on i told her there s some things she don t need to know she never let it go oh okay okay okay okay you will never stop it now you never stop it now okay okay okay you will never stop it now you need to drop it now drop it drop it cause i don t want no robo cop you moving like a robo cop when did you become a robo cop somebody please make her stop stop drop roll pop bitch i m cold i ain t used to being told stop so i could never be your robot fast or slow you can stay or can go now now that you know now now that you know yeah i had her before but that happened before you get mad when you know so just don t ask me no more okay okay okay uh uh it ain t okay okay okay uh you spoiled little la girl you re just an la girl you spoiled little la girl you re just an la girl you spoiled little la girl you re just an la girl you need to stop it now you spoiled little la girl you re just an la girl you need to stop it now oh you re kidding me you must be joking or you are smoking oh oh you re kidding me oh you re kidding me haha that was a good one your first good one in a while your first good one in a while you need to stop it now you need to stop it now oh you need to stop it now
All Of The Lights (Interlude), all of the lights lights lights all of the lights turn up the lights in here baby extra bright i want y all to see this turn up the lights in here baby you know what i need want you to see everything want you to see all of the lights fast cars shooting stars all of the lights all of the lights until it s vegas everywhere we are all of the lights if you want it you can get it for the rest of your life if you want it you can get it for the rest of your life somethin wrong i hold my head mj gone our nigga dead i slapped my girl she called the feds i did that time and spent that bread i m heading home i m almost there i m on my way heading up the stairs to my surprise a nigga replacing me i had to take him to that ghetto university all of the lights lights cop lights flashlights spotlights strobe lights street lights all of the lights all of the lights fast life drug life thug life rock life every night all of the lights turn up the lights in here baby extra bright i want y all to see this turn up the lights in here baby you know what i need want you to see everything want you to see all of the lights restraining order can t see my daughter her mother brother grandmother hate me in that order public visitation we met at borders told her she take me back i ll be more supportive i made mistakes i bumped my head them courts sucked me dry i spent that bread she need her daddy baby please can t let her grow up in that ghetto university all of the lights lights cop lights flashlights spotlights strobe lights street lights all of the lights all of the lights fast life drug life thug life rock life every night all of the lights turn up the lights in here baby extra bright i want y all to see this turn up the lights in here baby you know what i need want you to see everything want you to see all of the lights gettin mine baby gotta let these niggas know yeah gettin right babe you should go and get your own gettin mine baby gotta let these niggas know yeah gettin right babe you should go and get your own unemployment line credit card declined did i not mention i was about to lose my mind and also was about to do that line kay okay you know we going all the way this time we going all the way this time we going all the way this time we going all the way this time we going all the way this time turn up the lights in here baby extra bright i want y all to see this turn up the lights in here baby you know what i need want you to see everything want you to see all of the lights woah woah i tried to tell you but all i could say was oh woah woah i tried to tell you but all i could say was oh woah woah i tried to tell you but all i could say was oh woah woah i tried to tell you but all i could say 
Blame Game, whose fault let s play the blame game i love you more let s play the blame game for sure let s call out names names i hate you more let s call out names names for sure i ll call you bitch for short as a last resort and my first resort you call me motherfucker for long at the end of it you know we both were wrong but i love to play the blame game i love you more let s play the blame game for sure let s call out names names i hate you more let s call out names names for sure on the bathroom wall i wrote i d rather argue with you than to be with someone else i took a piss and dismiss it like fuck it and i went and found somebody else fuck arguing and harvesting the feelings yo i d rather be by my fuckin self til about 2 a m and i call back and i hang up and i start to blame myself somebody help let s play the blame game i love you more let s play the blame game for sure let s call out names names i hate you more let s call out names names for sure you weren t perfect but you made life worth it stick around some real feelings might surface been a long time since i spoke to you in a bathroom grippin you up fuckin and chokin you what the hell was i supposed to do i know you ain t gettin this type of dick from that local dude and if you are i hope you have a good time cause i definitely be havin mine and you ain t finna see a mogul get emotional every time i hear about other niggas is strokin you lie and say i hit you he sittin there consoling you runnin my name through the mud who s provoking you you should be grateful a nigga like me ever noticed you now you noticeable and can t nobody get control of you 1 a m and can t nobody get a hold of you i m callin your brother s phone like what was i supposed to do even though i knew he never told the truth he was just gon say whatever that you told him to at a certain point i had to stop asking questions y all got dirt on each other like mud wrestlers i heard he bought some coke with my money that ain t right girl you gettin blackmailed for that white girl you always said yeezy i ain t your right girl you ll probably find one of them i like art type girls all of the lights she was caught in the hype girl and i was satisfied bein in love with a lie now who to blame you to blame me to blame for the pain and it poured every time when it rained let s play the blame game i love you more let s play the blame game for sure things used to be now they not anything but us is who we are disguising ourselves as secret lovers we ve become public enemies we walk away like strangers in the street gone for eternity we erased one another so far from where we came with so much of everything how do we leave with nothing lack of visual empathy equates the meaning of l o v e hatred and attitude tear us entirely chloe mitchell let s play the blame game i love you more let s play the blame game for sure let s call out names names i hate you more let s call out names names for sure i can t love you this much i can t love you this much i can t love you this much i can t love you this much i can t love you this much no i can t love you this much i can t love you this much i can t love you this much and i know that you are somewhere doing your thing and when the phone called it just ring and ring you ain t pick up but your phone accidentally called me back and i heard the whole thing i heard the whole thing whole thing whole thing whole thing oh my god baby you done took this shit to another motherfuckin level now a neighborhood nigga like me ain t supposed to be gettin no pussy like this goddamn goddamn who taught you how to get sexy for a nigga yeezy taught me you never used to talk dirty but now you goddamn disgusting my my god where d you learn that yeezy taught me look at you motherfuckin butt ass naked with them motherfuckin jimmy choos on who taught you how to put some motherfuckin jimmy choos on yeezy taught me yo you took your pussy game up a whole nother level this is some cirque du soleil pussy now shit you done went all porno on a nigga okay and i i i i i love it and i thank you i thank you my dick thanks you how d you learn how how did your pussy game come up yeezy taught me i was fuckin parts of your pussy i d never fucked before i was in there like oh shit i never been here before i ve never even seen this part of pussy town before it s like you got this shit reupholstered or some shit what the fuck happened who who the fuck got your pussy all reupholstered yeezy reupholstered my pussy you know what i got to thank yeezy and when i see that nigga i ma thank him i ma buy the album i ma download that motherfucker i ma shoot a bootlegger that s how good i feel about this nigga ah i still can t believe you got me this watch this motherfucker is the exact motherfucker i wanted with the bezel this is the motherfucker i wanted i saw this shit i saw it twista had this shit on in the source i member twista had this motherfucker on in the source that s right that s right yo yo babe yo yo this the best birthday ever where d you learn to treat a nigga like this yeezy taught me yeezy taught you well yeezy taught you well
Dark Fantasy, you might think you ve peeped the scene you haven t the real one s far too mean the watered down one the one you know was made up centuries ago they made it sound all wack and corny yes it s awful blasted boring twisted fictions sick addiction well gather round children zip it listen can we get much higher so high oh oh oh oh oh oh oh oh oh can we get much higher so high oh oh oh oh oh oh oh oh can we get much higher so high oh oh oh oh oh oh oh oh oh can we get much higher so high oh oh oh oh oh oh oh oh yeah yeah yeah yeah i fantasized bout this back in chicago mercy mercy me that murciélago that s me the first year that i blow how you say broke in spanish mi no hablo me drown sorrow in that diablo me found bravery in my bravado djs need to listen to the models you ain t got no fuckin yeezy in your serato you ain t got no yeezy nigga stupid but what the hell do i know i m just a chi town nigga with a nas flow and my chick in that new phoebe philo so much head i woke up to sleepy hollow can we get much higher oh oh oh oh oh oh oh oh look like a fat booty celine dion sex is on fire i m the king of leona lewis beyond the truest hey teacher teacher tell me how do you respond to students and refresh the page and restart the memory re spark the soul and rebuild the energy we stopped the ignorance we killed the enemy sorry for the night demons that still visit me the plan was to drink until the pain over but what s worse the pain or the hangover fresh air rollin down the window too many urkels on your team that s why your wins low don t make me pull the toys out huh don t make me pull the toys and fire up the engines huh and then they make noise can we get much higher so high oh oh oh oh oh oh oh oh at the mall there was a seance just kids no parents then the sky filled with herons saw the devil in a chrysler le baron and the hell it wouldn t spare us and the fires did declare us but after that took pills kissed an heiress and woke up back in paris can we get much higher so high oh oh oh oh oh oh oh oh oh can we get much higher so high oh oh oh oh oh oh oh oh oh can we get much higher so high oh oh oh oh oh oh oh oh can we get much higher so high oh oh oh oh oh oh oh oh oh can we get much higher so high oh oh oh oh oh oh oh oh oh
Devil In A New Dress, uh uh i love it though i love it though huh you know uh put your hands to the constellations the way you look should be a sin you my sensation i know i m preachin to the congregation we love jesus but you done learned a lot from satan i mean a nigga did a lot of waiting we ain t married but tonight i need some consummation may the lord forgive us may the gods be with us in that magic hour i seen good christians make brash decisions oh she do it what happened to religion oh she lose it she putting on her makeup she casually allure text message break ups the casualty of tour how she gon wake up and not love me no more i thought i was the asshole i guess it s rubbin off hood phenomenon the le bron of rhyme hard to be humble when you stunting on a jumbotron i m looking at her like this what you really wanted huh why we argue anyway oh i forgot it s summertime put your hands to the constellations the way you look should be a sin you my sensation i know i m preachin to the congregation we love jesus but she done learned a lot from satan satan satan satan i mean a nigga did a lot of waiting we ain t married but tonight i need some consummation when the sun go down it s the magic hour the magic hour and outta all the colors that ll fill up the skies you got green on your mind i can see it in your eyes why you standing there with your face screwed up don t leave while you re hot that s how mase screwed up throwin shit around the whole place screwed up maybe i should call mase so he could pray for us i hit the jamaican spot at the bar take a seat i ordered the jerk she said you are what you eat you see i always loved that sense of humor but tonight you should have seen how quiet the room was the lyor cohen of dior homme that s dior homme not dior homie the crib scarface could it be more tony you love me for me could you be more phony put your hands to the constellations the way you look should be a sin you my sensation haven t said a word haven t said a word to me this evening cat got your tongue lookin at my bitch i bet she give your ass a bone lookin at my wrist it ll turn your ass to stone stretch limousine sipping rosé all alone double headed monster with a mind of his own cherry red chariot excess is just my character all black tux nigga s shoes lavender i never needed acceptance from all you outsiders had cyphers with yeezy before his mouth wired uh before his jaw shattered climbing up the lord s ladder we still speedin running signs like they don t matter uh hater talkin never made me mad never that not when i m in my favorite paper tag therefore g4s at the clearport when it come to tools fool i m a pep boy when it came to dope i was quick to export never tired of ballin so it s on to the next sport new mercedes sedan the lex sport so many cars dmv thought it was mail fraud different traps i was gettin mail from polk county jacksonville right in melbourne whole clique appetites had tapeworms spinnin teddy pendergrass vinyl as my j burns i shed a tear before the night s over god bless the man i put this ice over uh getting 2pac money twice over still a real nigga red coogi sweater dice roller i m makin love to the angel of death catchin feelings never stumble retracin my steps uh uh
